Time(ms),Distance(km),Latitude,Longitude,Accuracy(m),Altitude(m),Steps,Pace(min/km),Cadence,HeartRate,AbsTime,Used,FixTime(s),StepSensorTime(s),MaxAcc,MinAcc,ElevationGap(m),RR (ms)
664002,1.510851,13.017894,77.557994,25.42,844.9,1736,6.14,168,132, 2020-04-24T19:20:27.598+0530 ,Y ,255122379,667770,47.08,0,0,445
666759,1.510851,13.017892,77.558009,26.79,844.9,1736,6.14,168,132, 2020-04-24T19:20:30.356+0530 ,N ,255125158,667770,47.08,0,-1,445
669551,1.510851,13.017853,77.558019,26.31,844.9,1736,6.14,168,132, 2020-04-24T19:20:33.148+0530 ,N ,255127932,667770,47.08,0,-1,445
672699,1.521704,13.017801,77.558024,24.21,844.9,1736,7.47,168,132, 2020-04-24T19:20:36.296+0530 ,Y ,255131092,667770,47.08,0,0,445
675754,1.521704,13.017754,77.558041,22.78,844.9,1763,7.47,162,126, 2020-04-24T19:20:39.350+0530 ,N ,255134154,677738,79.84,0,-1,460
678921,1.521704,13.017692,77.558066,22.62,844.9,1763,7.47,162,126, 2020-04-24T19:20:42.517+0530 ,N ,255137313,677738,79.84,0,-1,460
682027,1.542572,13.017623,77.55809,23.38,844.9,1763,8.44,162,126, 2020-04-24T19:20:45.623+0530 ,Y ,255140414,677738,79.84,0,0,460
684799,1.542572,13.017584,77.558109,25.05,844.9,1790,8.44,162,130, 2020-04-24T19:20:48.395+0530 ,N ,255143190,687707,33.74,0.01,-1,453
687539,1.542572,13.017523,77.55814,27.07,844.9,1790,8.44,162,130, 2020-04-24T19:20:51.136+0530 ,N ,255145937,687707,33.74,0.01,-1,453
694320,1.556801,13.017505,77.558141,30.84,845.1,1812,10.46,132,128, 2020-04-24T19:20:57.916+0530 ,Y ,255152382,697675,37.03,0.01,0.2,476
694617,1.556801,13.017519,77.558318,39.59,845.1,1812,10.46,132,128, 2020-04-24T19:21:24.949+0530 ,N ,255176397,697675,37.03,0.01,-1,476
698258,1.556801,13.017437,77.558301,33.69,845.1,1812,10.46,132,128, 2020-04-24T19:21:28.590+0530 ,N ,255183372,697675,37.03,0.01,-1,476
701247,1.595017,13.017419,77.558268,22.43,845.1,1812,3.01,132,128, 2020-04-24T19:21:31.580+0530 ,Y ,255186367,697675,37.03,0.01,845.1,476
704156,1.595017,13.017344,77.558306,23.61,845.1,1812,3.01,132,128, 2020-04-24T19:21:34.488+0530 ,N ,255189292,697675,37.03,0.01,-1,476
706962,1.595017,13.017299,77.558326,30.15,845.1,1838,3.01,157,118, 2020-04-24T19:21:37.295+0530 ,N ,255192087,707565,57.22,0.01,-1,523
709727,1.612492,13.017273,77.558331,25.26,852,1838,4.24,157,118, 2020-04-24T19:21:40.060+0530 ,Y ,255194863,707565,57.22,0.01,6.9,523
712523,1.612492,13.017227,77.558366,21.83,852,1838,4.24,157,118, 2020-04-24T19:21:42.855+0530 ,N ,255197649,707565,57.22,0.01,-1,523
715686,1.612492,13.017187,77.558381,21.82,852,1866,4.24,168,123, 2020-04-24T19:21:46.018+0530 ,N ,255200810,717532,45.66,0.01,-1,484
718811,1.629595,13.017143,77.558416,23.86,845.7,1866,5.17,168,123, 2020-04-24T19:21:49.144+0530 ,Y ,255203911,717532,45.66,0.01,-6.3,484
721575,1.629595,13.017117,77.558442,28.27,845.7,1866,5.17,168,123, 2020-04-24T19:21:51.908+0530 ,N ,255206706,717532,45.66,0.01,-1,484
724397,1.629595,13.016992,77.558427,26.43,845.7,1866,5.17,168,123, 2020-04-24T19:21:54.730+0530 ,N ,255209482,717532,45.66,0.01,-1,484
727160,1.657328,13.016893,77.558437,21.88,862.2,1894,6.53,168,125, 2020-04-24T19:21:57.493+0530 ,Y ,255212269,727500,46.96,0.01,16.5,476
729864,1.657328,13.016841,77.558441,21.72,862.2,1894,6.53,168,125, 2020-04-24T19:22:00.197+0530 ,N ,255214985,727500,46.96,0.01,-1,476
732636,1.657328,13.016764,77.558464,21.28,862.2,1894,6.53,168,125, 2020-04-24T19:22:02.968+0530 ,N ,255217762,727500,46.96,0.01,-1,476
735709,1.676756,13.016721,77.558473,21.09,862.2,1922,6.41,168,128, 2020-04-24T19:22:06.041+0530 ,Y ,255220843,737468,41.34,0,0,460
738779,1.676756,13.01667,77.558494,20.7,862.2,1922,6.41,168,128, 2020-04-24T19:22:09.114+0530 ,N ,255223906,737468,41.34,0,-1,460
741542,1.684862,13.016656,77.558506,19.05,848.1,1922,7.1,168,128, 2020-04-24T19:22:11.875+0530 ,Y ,255226672,737468,41.34,0,-14.1,460
744280,1.689956,13.01663,77.558545,18.82,848.1,1922,9.03,168,128, 2020-04-24T19:22:14.613+0530 ,Y ,255229409,737468,41.34,0,0,460
747263,1.696014,13.016596,77.558589,19.01,848.1,1949,9.28,162,126, 2020-04-24T19:22:17.595+0530 ,Y ,255232392,747435,51.76,0.01,0,468
750442,1.699703,13.016577,77.558616,18.87,848.1,1949,9.54,162,126, 2020-04-24T19:22:20.778+0530 ,Y ,255235572,747435,51.76,0.01,0,468
753132,1.705587,13.016548,77.558662,19.1,848.1,1949,9.18,162,126, 2020-04-24T19:22:23.465+0530 ,Y ,255238252,747435,51.76,0.01,0,468
756544,1.712544,13.016508,77.558712,18.92,848.1,1975,9.17,156,127, 2020-04-24T19:22:26.877+0530 ,Y ,255241669,757402,54.2,0,0,445
759622,1.719464,13.016452,77.558739,19.47,848.1,1975,7.43,156,127, 2020-04-24T19:22:29.955+0530 ,Y ,255244747,757402,54.2,0,0,445
762639,1.719464,13.016408,77.558754,20.83,848.1,1975,7.43,156,127, 2020-04-24T19:22:32.972+0530 ,N ,255247769,757402,54.2,0,-1,445
765958,1.761458,13.016153,77.558979,19.22,848.1,1999,4.35,144,127, 2020-04-24T19:22:36.291+0530 ,Y ,255251087,767370,46.36,0.02,0,484
768798,1.768868,13.016139,77.559046,17.01,848.1,1999,4.21,144,127, 2020-04-24T19:22:39.131+0530 ,Y ,255253912,767370,46.36,0.02,0,484
771489,1.774386,13.016114,77.55909,17.73,848.1,1999,4.26,144,127, 2020-04-24T19:22:41.822+0530 ,Y ,255256610,767370,46.36,0.02,0,484
774536,1.783288,13.01607,77.559158,18.78,848.1,1999,6.36,144,127, 2020-04-24T19:22:44.868+0530 ,Y ,255259671,767370,46.36,0.02,0,484
777574,1.783288,13.016017,77.559206,20.91,848.1,2024,6.36,150,132, 2020-04-24T19:22:47.906+0530 ,N ,255262703,777337,46.62,0.01,-1,460
780999,1.783288,13.015984,77.55922,23.79,848.1,2024,6.36,150,132, 2020-04-24T19:22:51.331+0530 ,N ,255266130,777337,46.62,0.01,-1,460
783721,1.799835,13.015944,77.559241,25.83,848.1,2024,7.23,150,132, 2020-04-24T19:22:54.054+0530 ,Y ,255268847,777337,46.62,0.01,0,460
786858,1.799835,13.015911,77.559244,28.84,848.1,2048,7.23,144,132, 2020-04-24T19:22:57.191+0530 ,N ,255271968,787305,39.97,0.03,-1,460
789555,1.799835,13.015861,77.559251,29.7,848.1,2048,7.23,144,132, 2020-04-24T19:22:59.887+0530 ,N ,255274684,787305,39.97,0.03,-1,460
792280,1.815028,13.015811,77.559273,30.27,848.1,2048,7.42,144,132, 2020-04-24T19:23:02.613+0530 ,Y ,255277411,787305,39.97,0.03,0,460
795047,1.815028,13.015717,77.559321,28.87,848.1,2075,7.42,162,132, 2020-04-24T19:23:05.379+0530 ,N ,255280167,797273,48.77,0.01,-1,312
798818,1.815028,13.015586,77.559357,26.58,848.1,2075,7.42,162,132, 2020-04-24T19:23:09.151+0530 ,N ,255283947,797273,48.77,0.01,-1,312
802221,1.850377,13.015517,77.559401,24.31,836,2075,7.01,162,132, 2020-04-24T19:23:12.553+0530 ,Y ,255287344,797273,48.77,0.01,-12.1,312
805002,1.850377,13.015489,77.559427,23.56,836,2099,7.01,144,132, 2020-04-24T19:23:15.335+0530 ,N ,255290129,807240,59.6,0,-1,453
808100,1.850377,13.015423,77.559487,24.37,836,2099,7.01,144,132, 2020-04-24T19:23:18.432+0530 ,N ,255293231,807240,59.6,0,-1,453
810779,1.868879,13.01539,77.559513,24.33,847,2099,6.4,144,132, 2020-04-24T19:23:21.111+0530 ,Y ,255295909,807240,59.6,0,11,453
813533,1.868879,13.015333,77.55956,23.75,847,2099,6.4,144,132, 2020-04-24T19:23:23.865+0530 ,N ,255298665,807240,59.6,0,-1,453
816258,1.868879,13.015307,77.559583,23.42,847,2125,6.4,156,129, 2020-04-24T19:23:26.591+0530 ,N ,255301378,817207,63.6,0.02,-1,429
819118,1.894484,13.015194,77.559638,22.81,846,2125,5.41,156,129, 2020-04-24T19:23:29.450+0530 ,Y ,255304246,817207,63.6,0.02,-1,429
821880,1.894484,13.015178,77.559601,21.66,846,2125,5.41,156,129, 2020-04-24T19:23:32.212+0530 ,N ,255307005,817207,63.6,0.02,-1,429
824598,1.894484,13.015205,77.559571,21.26,846,2149,5.41,144,133, 2020-04-24T19:23:34.931+0530 ,N ,255309729,827175,64.38,0.02,-1,445
827272,1.905011,13.015224,77.559546,21.49,844,2149,7.4,144,133, 2020-04-24T19:23:37.606+0530 ,Y ,255312371,827175,64.38,0.02,-2,445
830111,1.905011,13.015253,77.559509,21.94,844,2149,7.4,144,133, 2020-04-24T19:23:40.444+0530 ,N ,255315243,827175,64.38,0.02,-1,445
833577,1.905011,13.015284,77.559455,22.46,844,2149,7.4,144,133, 2020-04-24T19:23:43.909+0530 ,N ,255318708,827175,64.38,0.02,-1,445
836656,1.920708,13.015303,77.559426,23.45,845,2177,8.17,168,129, 2020-04-24T19:23:46.989+0530 ,Y ,255321790,837142,57.29,0.01,1,476
839738,1.920708,13.015343,77.559373,24.8,845,2177,8.17,168,129, 2020-04-24T19:23:50.070+0530 ,N ,255324871,837142,57.29,0.01,-1,476
842484,1.920708,13.015362,77.55935,26.55,845,2177,8.17,168,129, 2020-04-24T19:23:52.817+0530 ,N ,255327608,837142,57.29,0.01,-1,476
845238,1.934146,13.01538,77.55933,27.39,850,2206,11.02,174,132, 2020-04-24T19:23:55.571+0530 ,Y ,255330363,847110,39.36,0,5,453
848238,1.934146,13.015408,77.559288,29.05,850,2206,11.02,174,132, 2020-04-24T19:23:58.571+0530 ,N ,255333366,847110,39.36,0,-1,453
850975,1.934146,13.015423,77.559264,30.9,850,2206,11.02,174,132, 2020-04-24T19:24:01.307+0530 ,N ,255336104,847110,39.36,0,-1,453
854053,1.951108,13.015462,77.559198,34.11,851,2206,9.41,174,132, 2020-04-24T19:24:04.386+0530 ,Y ,255339184,847110,39.36,0,1,453
856795,1.951108,13.01548,77.559161,36.99,851,2233,9.41,162,133, 2020-04-24T19:24:07.128+0530 ,N ,255341930,857077,46.28,0.01,-1,445
859833,1.951108,13.015511,77.559117,38.24,851,2233,9.41,162,133, 2020-04-24T19:24:10.165+0530 ,N ,255344962,857077,46.28,0.01,-1,445
862540,1.962232,13.015541,77.559134,35.88,848,2233,10.25,162,133, 2020-04-24T19:24:12.872+0530 ,Y ,255347670,857077,46.28,0.01,-3,445
865650,1.962232,13.015581,77.559119,34.44,848,2254,10.25,126,136, 2020-04-24T19:24:15.983+0530 ,N ,255350784,867045,43.89,0.02,-1,437
868582,1.962232,13.015638,77.559121,33.26,848,2254,10.25,126,136, 2020-04-24T19:24:18.914+0530 ,N ,255353704,867045,43.89,0.02,-1,437
871091,1.977222,13.015671,77.559094,33.03,836,2254,10.01,126,136, 2020-04-24T19:24:21.425+0530 ,Y ,255356224,867045,43.89,0.02,-12,437
873877,1.977222,13.01573,77.559051,33.17,836,2254,10.01,126,136, 2020-04-24T19:24:24.210+0530 ,N ,255358991,867045,43.89,0.02,-1,437
876894,1.977222,13.015764,77.559031,33.23,836,2283,10.01,174,138, 2020-04-24T19:24:27.226+0530 ,N ,255362022,877012,50.04,0.01,-1,429
879597,1.995735,13.015813,77.559005,31.96,832,2283,9.33,174,138, 2020-04-24T19:24:29.930+0530 ,Y ,255364729,877012,50.04,0.01,-4,429
882719,1.995735,13.015842,77.558992,31.65,832,2283,9.33,174,138, 2020-04-24T19:24:33.052+0530 ,N ,255367850,877012,50.04,0.01,-1,429
885417,1.995735,13.015864,77.558971,32.96,832,2311,9.33,168,137, 2020-04-24T19:24:35.750+0530 ,N ,255370548,886979,41.05,0.01,-1,414
888149,2.00994,13.015924,77.558938,32.78,828,2311,8.57,168,137, 2020-04-24T19:24:38.481+0530 ,Y ,255373264,886979,41.05,0.01,-4,414
891190,2.00994,13.015959,77.558919,32.04,828,2311,8.57,168,137, 2020-04-24T19:24:41.522+0530 ,N ,255376325,886979,41.05,0.01,-1,414
893930,2.00994,13.016024,77.558875,32.94,828,2311,8.57,168,137, 2020-04-24T19:24:44.262+0530 ,N ,255379062,886979,41.05,0.01,-1,414
897219,2.033631,13.016108,77.558826,31.55,853,2337,7.45,156,138, 2020-04-24T19:24:47.552+0530 ,Y ,255382351,896947,44.88,0.02,25,437
900039,2.033631,13.01623,77.558771,29.14,853,2337,7.45,156,138, 2020-04-24T19:24:50.372+0530 ,N ,255385165,896947,44.88,0.02,-1,437
903158,2.033631,13.016353,77.558746,26.54,853,2337,7.45,156,138, 2020-04-24T19:24:53.491+0530 ,N ,255388287,896947,44.88,0.02,-1,437
905894,2.069854,13.016416,77.558713,26.24,839,2361,5.55,144,137, 2020-04-24T19:24:56.227+0530 ,Y ,255391022,906915,51.93,0.01,-14,437
908940,2.069854,13.016495,77.558663,27.36,839,2361,5.55,144,137, 2020-04-24T19:24:59.272+0530 ,N ,255394070,906915,51.93,0.01,-1,437
911668,2.069854,13.016542,77.558625,28.19,839,2361,5.55,144,137, 2020-04-24T19:25:02.000+0530 ,N ,255396791,906915,51.93,0.01,-1,437
914752,2.098173,13.016622,77.558559,28.88,848.1,2387,5,156,135, 2020-04-24T19:25:05.085+0530 ,Y ,255399882,916882,73.99,0.01,9.1,445
917499,2.098173,13.016692,77.558514,27.08,848.1,2387,5,156,135, 2020-04-24T19:25:07.831+0530 ,N ,255402630,916882,73.99,0.01,-1,445
920239,2.098173,13.016921,77.55854,25.48,848.1,2387,5,156,135, 2020-04-24T19:25:10.571+0530 ,N ,255405366,916882,73.99,0.01,-1,445
923401,2.137142,13.016974,77.558537,22.77,848.1,2387,4.13,156,135, 2020-04-24T19:25:13.735+0530 ,Y ,255408525,916882,73.99,0.01,0,445
926032,2.137142,13.017008,77.558525,23.58,848.1,2413,4.13,156,133, 2020-04-24T19:25:16.364+0530 ,N ,255411164,926850,63.84,0.01,-1,406
928830,2.137142,13.017068,77.558485,24.14,848.1,2413,4.13,156,133, 2020-04-24T19:25:19.163+0530 ,N ,255413951,926850,63.84,0.01,-1,406
931597,2.155385,13.017098,77.558426,24.11,845.5,2413,5.02,156,133, 2020-04-24T19:25:21.929+0530 ,Y ,255416726,926850,63.84,0.01,-2.6,406
934694,2.155385,13.01716,77.558344,23.73,845.5,2440,5.02,162,132, 2020-04-24T19:25:25.026+0530 ,N ,255419826,936816,49.98,0.01,-1,421
937469,2.155385,13.017205,77.558292,21.93,845.5,2440,5.02,162,132, 2020-04-24T19:25:27.801+0530 ,N ,255422602,936816,49.98,0.01,-1,421
940231,2.18148,13.017262,77.558253,21.17,845.1,2440,5.08,162,132, 2020-04-24T19:25:30.563+0530 ,Y ,255425349,936816,49.98,0.01,-0.4,421
943327,2.18148,13.017301,77.558203,22.27,845.1,2440,5.08,162,132, 2020-04-24T19:25:33.660+0530 ,N ,255428450,936816,49.98,0.01,-1,421
946445,2.18148,13.0174,77.558137,24.91,845.1,2467,5.08,162,131, 2020-04-24T19:25:36.777+0530 ,N ,255431570,946784,72.56,0.01,-1,460
949217,2.2105,13.017462,77.55808,25.5,845.1,2467,5.54,162,131, 2020-04-24T19:25:39.549+0530 ,Y ,255434346,946784,72.56,0.01,0,460
951979,2.2105,13.017513,77.558076,24.73,845.1,2467,5.54,162,131, 2020-04-24T19:25:42.313+0530 ,N ,255437103,946784,72.56,0.01,-1,460
954739,2.2105,13.01759,77.558026,23.33,845.1,2495,5.54,168,128, 2020-04-24T19:25:45.074+0530 ,N ,255439870,956751,47.94,0.02,-1,484
957840,2.231616,13.017631,77.55799,22.04,868.1,2495,5.45,168,128, 2020-04-24T19:25:48.172+0530 ,Y ,255442970,956751,47.94,0.02,23,484
960553,2.231616,13.017702,77.557948,21.97,868.1,2495,5.45,168,128, 2020-04-24T19:25:50.886+0530 ,N ,255445687,956751,47.94,0.02,-1,484
963318,2.231616,13.017765,77.557933,21.72,868.1,2495,5.45,168,128, 2020-04-24T19:25:53.650+0530 ,N ,255448449,956751,47.94,0.02,-1,484
966076,2.252288,13.017796,77.5579,22.49,868.1,2523,6.06,168,131, 2020-04-24T19:25:56.408+0530 ,Y ,255451211,966718,44.89,0.02,0,500
968903,2.252288,13.017852,77.557852,23.93,868.1,2523,6.06,168,131, 2020-04-24T19:25:59.235+0530 ,N ,255454025,966718,44.89,0.02,-1,500
971740,2.252288,13.017863,77.557869,23.91,868.1,2523,6.06,168,131, 2020-04-24T19:26:02.072+0530 ,N ,255456870,966718,44.89,0.02,-1,500
974514,2.256391,13.017831,77.557911,22.24,868.1,2549,9.11,156,126, 2020-04-24T19:26:04.847+0530 ,Y ,255459646,976685,66.49,0.01,0,421
977217,2.256391,13.017803,77.557942,20.6,868.1,2549,9.11,156,126, 2020-04-24T19:26:07.550+0530 ,N ,255462343,976685,66.49,0.01,-1,421
979941,2.268587,13.017745,77.557982,19.71,868.1,2549,9.32,156,126, 2020-04-24T19:26:10.274+0530 ,Y ,255465071,976685,66.49,0.01,0,421
983016,2.268587,13.017689,77.55803,20.17,868.1,2549,9.32,156,126, 2020-04-24T19:26:13.349+0530 ,N ,255468151,976685,66.49,0.01,-1,421
986102,2.268587,13.017642,77.558069,21.52,868.1,2577,9.32,168,136, 2020-04-24T19:26:16.435+0530 ,N ,255471223,986652,51.5,0.01,-1,437
988770,2.289884,13.017595,77.558104,22.65,845.1,2577,9.43,168,136, 2020-04-24T19:26:19.102+0530 ,Y ,255473890,986652,51.5,0.01,-23,437
991537,2.289884,13.01756,77.558118,22.92,845.1,2577,9.43,168,136, 2020-04-24T19:26:21.870+0530 ,N ,255476667,986652,51.5,0.01,-1,437
994624,2.289884,13.017493,77.558157,24.11,845.1,2600,9.43,138,136, 2020-04-24T19:26:24.960+0530 ,N ,255479748,996619,55.08,0.02,-1,414
997282,2.30609,13.017461,77.558166,25.23,845.1,2600,7.37,138,136, 2020-04-24T19:26:27.614+0530 ,Y ,255482387,996619,55.08,0.02,0,414
1000101,2.30609,13.017406,77.558201,25.49,845.1,2600,7.37,138,136, 2020-04-24T19:26:30.433+0530 ,N ,255485231,996619,55.08,0.02,-1,414
1003100,2.30609,13.017371,77.55823,25.45,845.1,2600,7.37,138,136, 2020-04-24T19:26:33.433+0530 ,N ,255488224,996619,55.08,0.02,-1,414
1005838,2.32344,13.017334,77.558259,26.73,845.7,2626,7.53,156,137, 2020-04-24T19:26:36.171+0530 ,Y ,255490970,1006587,51.9,0.02,0.6,429
1008944,2.32344,13.017243,77.558321,26.85,845.7,2626,7.53,156,137, 2020-04-24T19:26:39.276+0530 ,N ,255494071,1006587,51.9,0.02,-1,429
1011656,2.32344,13.017166,77.558341,24.86,845.7,2626,7.53,156,137, 2020-04-24T19:26:41.988+0530 ,N ,255496787,1006587,51.9,0.02,-1,429
1014445,2.355477,13.017076,77.558394,22.6,862.2,2652,6.32,156,138, 2020-04-24T19:26:44.777+0530 ,Y ,255499524,1016555,37.97,0.01,16.5,421
1017258,2.355477,13.017039,77.558424,21.62,862.2,2652,6.32,156,138, 2020-04-24T19:26:47.590+0530 ,N ,255502372,1016555,37.97,0.01,-1,421
1020214,2.367531,13.016967,77.558398,19.47,862.2,2652,6.23,156,138, 2020-04-24T19:26:50.547+0530 ,Y ,255505342,1016555,37.97,0.01,0,421
1022958,2.376644,13.016902,77.55845,19.01,862.2,2652,5.28,156,138, 2020-04-24T19:26:53.290+0530 ,Y ,255508089,1016555,37.97,0.01,0,421
1026059,2.376644,13.016855,77.558485,20.52,862.2,2675,5.28,138,139, 2020-04-24T19:26:56.391+0530 ,N ,255511190,1026523,39.57,0.01,-1,398
1028807,2.376644,13.016798,77.558533,21.5,862.2,2675,5.28,138,139, 2020-04-24T19:26:59.139+0530 ,N ,255513929,1026523,39.57,0.01,-1,398
1031558,2.394785,13.016772,77.558551,21.88,862.2,2675,6.39,138,139, 2020-04-24T19:27:01.890+0530 ,Y ,255516684,1026523,39.57,0.01,0,398
1035221,2.394785,13.01671,77.558604,22.77,862.2,2701,6.39,156,140, 2020-04-24T19:27:05.553+0530 ,N ,255520344,1036490,52.72,0,-1,421
1037988,2.394785,13.016687,77.558627,22.79,862.2,2701,6.39,156,140, 2020-04-24T19:27:08.320+0530 ,N ,255523112,1036490,52.72,0,-1,421
1041037,2.411995,13.01666,77.558661,23.68,862.2,2701,6.54,156,140, 2020-04-24T19:27:11.371+0530 ,Y ,255526162,1036490,52.72,0,0,421
1043779,2.411995,13.016626,77.558704,25.59,862.2,2724,6.54,138,140, 2020-04-24T19:27:14.112+0530 ,N ,255528910,1046458,42.39,0.01,-1,429
1046516,2.411995,13.016586,77.558755,27.11,862.2,2724,6.54,138,140, 2020-04-24T19:27:16.848+0530 ,N ,255531645,1046458,42.39,0.01,-1,429
1049262,2.435785,13.01652,77.558828,27.98,862.2,2724,7.2,138,140, 2020-04-24T19:27:19.595+0530 ,Y ,255534391,1046458,42.39,0.01,0,429
1052276,2.435785,13.016486,77.558863,28.98,862.2,2724,7.2,138,140, 2020-04-24T19:27:22.608+0530 ,N ,255537379,1046458,42.39,0.01,-1,429
1055076,2.435785,13.016428,77.55892,30.16,862.2,2751,7.2,162,140, 2020-04-24T19:27:25.408+0530 ,N ,255540209,1056425,61.11,0,-1,476
1057874,2.455214,13.016393,77.558952,31.62,862.2,2751,7.11,162,140, 2020-04-24T19:27:28.206+0530 ,Y ,255543006,1056425,61.11,0,0,476
1060640,2.455214,13.016338,77.559012,34.1,862.2,2751,7.11,162,140, 2020-04-24T19:27:30.973+0530 ,N ,255545771,1056425,61.11,0,-1,476
1063694,2.455214,13.016308,77.55905,37.27,862.2,2777,7.11,156,134, 2020-04-24T19:27:34.027+0530 ,N ,255548823,1066393,72.85,0,-1,437
1066419,2.47438,13.01628,77.559085,39.56,862.2,2777,6.46,156,134, 2020-04-24T19:27:36.752+0530 ,Y ,255551553,1066393,72.85,0,0,437
1069480,2.47438,13.016218,77.559121,38.77,862.2,2777,6.46,156,134, 2020-04-24T19:27:39.812+0530 ,N ,255554611,1066393,72.85,0,-1,437
1072268,2.47438,13.016168,77.559152,35.1,862.2,2777,6.46,156,134, 2020-04-24T19:27:42.600+0530 ,N ,255557376,1066393,72.85,0,-1,437
1075321,2.501476,13.016068,77.559211,32.81,845,2805,6.38,168,141, 2020-04-24T19:27:45.654+0530 ,Y ,255560448,1076361,58.96,0,-17.2,367
1078033,2.501476,13.016013,77.55924,30.78,845,2805,6.38,168,141, 2020-04-24T19:27:48.365+0530 ,N ,255563168,1076361,58.96,0,-1,367
1080730,2.501476,13.015951,77.559278,29.63,845,2805,6.38,168,141, 2020-04-24T19:27:51.062+0530 ,N ,255565862,1076361,58.96,0,-1,367
1083457,2.523926,13.015894,77.559318,28.91,844,2805,6.13,168,141, 2020-04-24T19:27:53.790+0530 ,Y ,255568589,1076361,58.96,0,-1,367
1086197,2.523926,13.015849,77.559353,28.76,844,2831,6.13,156,140, 2020-04-24T19:27:56.529+0530 ,N ,255571325,1086329,42.13,0.02,-1,335
1089236,2.523926,13.015796,77.5594,29.43,844,2831,6.13,156,140, 2020-04-24T19:27:59.570+0530 ,N ,255574371,1086329,42.13,0.02,-1,335
1092018,2.544718,13.015753,77.559444,29.53,843,2831,6.04,156,140, 2020-04-24T19:28:02.350+0530 ,Y ,255577144,1086329,42.13,0.02,-1,335
1095077,2.544718,13.01568,77.559507,29.46,843,2860,6.04,174,139, 2020-04-24T19:28:05.409+0530 ,N ,255580205,1096297,60.65,0,-1,429
1097850,2.544718,13.01564,77.559536,29.95,843,2860,6.04,174,139, 2020-04-24T19:28:08.183+0530 ,N ,255582971,1096297,60.65,0,-1,429
1100945,2.57523,13.015505,77.559568,33.17,835,2860,5.49,174,139, 2020-04-24T19:28:11.277+0530 ,Y ,255586080,1096297,60.65,0,-8,429
1103685,2.57523,13.015462,77.559601,36.83,835,2888,5.49,168,138, 2020-04-24T19:28:14.017+0530 ,N ,255588807,1106265,51.01,0.01,-1,429
1106778,2.57523,13.015419,77.559639,36.74,835,2888,5.49,168,138, 2020-04-24T19:28:17.110+0530 ,N ,255591908,1106265,51.01,0.01,-1,429
1109517,2.596734,13.015349,77.559686,35.87,847,2888,5.59,168,138, 2020-04-24T19:28:19.850+0530 ,Y ,255594646,1106265,51.01,0.01,12,429
1112262,2.596734,13.015307,77.559716,35.14,847,2888,5.59,168,138, 2020-04-24T19:28:22.594+0530 ,N ,255597375,1106265,51.01,0.01,-1,429
1115029,2.596734,13.015218,77.559769,34.48,847,2916,5.59,168,139, 2020-04-24T19:28:25.362+0530 ,N ,255600149,1116233,62.77,0.02,-1,421
1117781,2.622017,13.015149,77.559798,33.41,850,2916,5.34,168,139, 2020-04-24T19:28:28.113+0530 ,Y ,255602907,1116233,62.77,0.02,3,421
1120532,2.622017,13.015025,77.559774,32.62,850,2916,5.34,168,139, 2020-04-24T19:28:30.864+0530 ,N ,255605651,1116233,62.77,0.02,-1,421
1123596,2.622017,13.01495,77.559817,31.26,850,2942,5.34,156,139, 2020-04-24T19:28:33.929+0530 ,N ,255608723,1126201,62.97,0.01,-1,382
1126360,2.6511,13.014891,77.559847,31.46,852,2942,5.35,156,139, 2020-04-24T19:28:36.693+0530 ,Y ,255611489,1126201,62.97,0.01,2,382
1129153,2.6511,13.014809,77.559819,30.79,852,2942,5.35,156,139, 2020-04-24T19:28:39.485+0530 ,N ,255614284,1126201,62.97,0.01,-1,382
1131860,2.6511,13.014799,77.559814,28.67,852,2942,5.35,156,139, 2020-04-24T19:28:42.192+0530 ,N ,255616991,1126201,62.97,0.01,-1,382
1134931,2.657274,13.014864,77.559797,26.29,845,2967,6.58,150,140, 2020-04-24T19:28:45.264+0530 ,Y ,255620062,1136169,69.59,0.01,-7,406
1137664,2.657274,13.014912,77.559781,25.36,845,2967,6.58,150,140, 2020-04-24T19:28:47.996+0530 ,N ,255622794,1136169,69.59,0.01,-1,406
1140717,2.657274,13.014963,77.559753,25.13,845,2967,6.58,150,140, 2020-04-24T19:28:51.051+0530 ,N ,255625850,1136169,69.59,0.01,-1,406
1143458,2.674371,13.015005,77.559732,25.27,843,2994,8.11,162,139, 2020-04-24T19:28:53.791+0530 ,Y ,255628588,1146137,68.77,0,-2,421
1146175,2.674371,13.015041,77.55971,25.72,843,2994,8.11,162,139, 2020-04-24T19:28:56.507+0530 ,N ,255631304,1146137,68.77,0,-1,421
1149261,2.674371,13.015087,77.559682,26.5,843,2994,8.11,162,139, 2020-04-24T19:28:59.594+0530 ,N ,255634388,1146137,68.77,0,-1,421
1152303,2.691695,13.015137,77.559646,26,845,2994,10.4,162,139, 2020-04-24T19:29:02.636+0530 ,Y ,255637426,1146137,68.77,0,2,421
1155073,2.691695,13.015196,77.559592,26.64,845,3020,10.4,156,140, 2020-04-24T19:29:05.406+0530 ,N ,255640202,1156104,52.59,0.01,-1,429
1157798,2.691695,13.015225,77.55956,27.63,845,3020,10.4,156,140, 2020-04-24T19:29:08.130+0530 ,N ,255642929,1156104,52.59,0.01,-1,429
1160536,2.709295,13.015244,77.559526,27.87,846,3020,8.12,156,140, 2020-04-24T19:29:10.868+0530 ,Y ,255645666,1156104,52.59,0.01,1,429
