Time(ms),Distance(km),Latitude,Longitude,Accuracy(m),Altitude(m),Steps,Pace(min/km),Cadence,HeartRate,AbsTime,Used,FixTime(s),StepSensorTime(s),MaxAcc,MinAcc,ElevationGap(m),RR (ms)
1407980 , 3.400366 , 13.016088 , 77.559325 , 33.19 , 839.00, 3697 , 7.34 , 168 , 143, 2020-04-24T19:33:18.312+0530 ,N ,255893107 ,1405284 , 56.52 , 0.00 , -1.00 , 421
1411071 , 3.427419 , 13.015949 , 77.559378 , 30.76 , 852.00, 3697 , 6.40 , 168 , 143, 2020-04-24T19:33:21.403+0530 ,Y ,255896189 ,1405284 , 56.52 , 0.00 , 13.00 , 421
1413774 , 3.427419 , 13.015849 , 77.559390 , 26.71 , 852.00, 3725 , 6.40 , 168 , 143, 2020-04-24T19:33:24.107+0530 ,N ,255898905 ,1415251 , 44.50 , 0.01 , -1.00 , 414
1416503 , 3.427419 , 13.015718 , 77.559427 , 23.10 , 852.00, 3725 , 6.40 , 168 , 143, 2020-04-24T19:33:26.835+0530 ,N ,255901632 ,1415251 , 44.50 , 0.01 , -1.00 , 414
1419245 , 3.463858 , 13.015630 , 77.559463 , 21.36 , 849.00, 3725 , 4.47 , 168 , 143, 2020-04-24T19:33:29.578+0530 ,Y ,255904371 ,1415251 , 44.50 , 0.01 , -3.00 , 414
1421973 , 3.463858 , 13.015542 , 77.559516 , 21.45 , 849.00, 3725 , 4.47 , 168 , 143, 2020-04-24T19:33:32.305+0530 ,N ,255907104 ,1415251 , 44.50 , 0.01 , -1.00 , 414
1425039 , 3.463858 , 13.015470 , 77.559563 , 21.64 , 849.00, 3750 , 4.47 , 150 , 139, 2020-04-24T19:33:35.371+0530 ,N ,255910166 ,1425219 , 49.16 , 0.01 , -1.00 , 437
1428490 , 3.498555 , 13.015362 , 77.559629 , 21.40 , 856.00, 3750 , 4.24 , 150 , 139, 2020-04-24T19:33:38.823+0530 ,Y ,255913591 ,1425219 , 49.16 , 0.01 , 7.00 , 437
1431176 , 3.498555 , 13.015328 , 77.559658 , 22.29 , 856.00, 3750 , 4.24 , 150 , 139, 2020-04-24T19:33:41.508+0530 ,N ,255916308 ,1425219 , 49.16 , 0.01 , -1.00 , 437
1433930 , 3.498555 , 13.015288 , 77.559687 , 23.33 , 856.00, 3779 , 4.24 , 174 , 141, 2020-04-24T19:33:44.263+0530 ,N ,255919045 ,1435186 , 54.57 , 0.01 , -1.00 , 453
1437324 , 3.518798 , 13.015218 , 77.559744 , 23.92 , 857.00, 3779 , 4.46 , 174 , 141, 2020-04-24T19:33:47.657+0530 ,Y ,255922451 ,1435186 , 54.57 , 0.01 , 1.00 , 453
1440333 , 3.518798 , 13.015164 , 77.559766 , 23.51 , 857.00, 3779 , 4.46 , 174 , 141, 2020-04-24T19:33:50.666+0530 ,N ,255925463 ,1435186 , 54.57 , 0.01 , -1.00 , 453
1443065 , 3.518798 , 13.015099 , 77.559789 , 22.47 , 857.00, 3807 , 4.46 , 168 , 139, 2020-04-24T19:33:53.398+0530 ,N ,255928170 ,1445153 , 63.51 , 0.00 , -1.00 , 429
1446142 , 3.542067 , 13.015011 , 77.559785 , 20.66 , 850.00, 3807 , 5.45 , 168 , 139, 2020-04-24T19:33:56.474+0530 ,Y ,255931271 ,1445153 , 63.51 , 0.00 , -7.00 , 429
1449280 , 3.542067 , 13.015006 , 77.559731 , 21.23 , 850.00, 3807 , 5.45 , 168 , 139, 2020-04-24T19:33:59.613+0530 ,N ,255934412 ,1445153 , 63.51 , 0.00 , -1.00 , 429
1452296 , 3.542067 , 13.015026 , 77.559725 , 20.65 , 850.00, 3807 , 5.45 , 168 , 139, 2020-04-24T19:34:02.628+0530 ,N ,255937424 ,1445153 , 63.51 , 0.00 , -1.00 , 429
1454999 , 3.550019 , 13.015053 , 77.559725 , 19.57 , 855.00, 3829 , 8.35 , 132 , 140, 2020-04-24T19:34:05.331+0530 ,Y ,255940131 ,1455121 , 41.13 , 0.01 , 5.00 , 421
1457728 , 3.551300 , 13.015064 , 77.559723 , 19.02 , 855.00, 3829 , 12.29 , 132 , 140, 2020-04-24T19:34:08.061+0530 ,Y ,255942848 ,1455121 , 41.13 , 0.01 , 0.00 , 421
1460496 , 3.553445 , 13.015082 , 77.559714 , 18.93 , 854.00, 3829 , 23.20 , 132 , 140, 2020-04-24T19:34:10.829+0530 ,Y ,255945624 ,1455121 , 41.13 , 0.01 , -1.00 , 421
1463244 , 3.556036 , 13.015105 , 77.559713 , 19.06 , 854.00, 3855 , 22.52 , 156 , 140, 2020-04-24T19:34:13.577+0530 ,Y ,255948356 ,1465088 , 57.04 , 0.00 , 0.00 , 421
1465955 , 3.558652 , 13.015128 , 77.559707 , 19.78 , 854.00, 3855 , 18.38 , 156 , 140, 2020-04-24T19:34:16.288+0530 ,Y ,255951068 ,1465088 , 57.04 , 0.00 , 0.00 , 421
1468639 , 3.558652 , 13.015164 , 77.559691 , 21.26 , 854.00, 3855 , 18.38 , 156 , 140, 2020-04-24T19:34:18.972+0530 ,N ,255953765 ,1465088 , 57.04 , 0.00 , -1.00 , 421
1471391 , 3.558652 , 13.015149 , 77.559674 , 22.99 , 854.00, 3855 , 18.38 , 156 , 140, 2020-04-24T19:34:21.723+0530 ,N ,255956522 ,1465088 , 57.04 , 0.00 , -1.00 , 421
1474108 , 3.567492 , 13.015187 , 77.559652 , 23.15 , 846.00, 3885 , 16.43 , 180 , 142, 2020-04-24T19:34:24.441+0530 ,Y ,255959229 ,1475055 , 56.98 , 0.02 , -8.00 , 453
1476818 , 3.567492 , 13.015232 , 77.559613 , 23.69 , 846.00, 3885 , 16.43 , 180 , 142, 2020-04-24T19:34:27.150+0530 ,N ,255961947 ,1475055 , 56.98 , 0.02 , -1.00 , 453
1479832 , 3.567492 , 13.015252 , 77.559585 , 24.81 , 846.00, 3885 , 16.43 , 180 , 142, 2020-04-24T19:34:30.164+0530 ,N ,255964969 ,1475055 , 56.98 , 0.02 , -1.00 , 453
1482599 , 3.583007 , 13.015285 , 77.559551 , 25.21 , 848.00, 3911 , 12.54 , 156 , 139, 2020-04-24T19:34:32.933+0530 ,Y ,255967725 ,1485022 , 38.24 , 0.01 , 2.00 , 453
1485698 , 3.583007 , 13.015311 , 77.559519 , 26.42 , 848.00, 3911 , 12.54 , 156 , 139, 2020-04-24T19:34:36.030+0530 ,N ,255970826 ,1485022 , 38.24 , 0.01 , -1.00 , 453
1489016 , 3.583007 , 13.015367 , 77.559458 , 26.75 , 848.00, 3911 , 12.54 , 156 , 139, 2020-04-24T19:34:39.348+0530 ,N ,255974143 ,1485022 , 38.24 , 0.01 , -1.00 , 453
1492069 , 3.604783 , 13.015432 , 77.559417 , 27.14 , 844.00, 3911 , 9.36 , 156 , 139, 2020-04-24T19:34:42.401+0530 ,Y ,255977205 ,1485022 , 38.24 , 0.01 , -4.00 , 453
1495790 , 3.604783 , 13.015530 , 77.559387 , 26.81 , 844.00, 3934 , 9.36 , 138 , 140, 2020-04-24T19:34:46.122+0530 ,N ,255980926 ,1494989 , 48.93 , 0.01 , -1.00 , 398
1498797 , 3.604783 , 13.015573 , 77.559361 , 27.35 , 844.00, 3934 , 9.36 , 138 , 140, 2020-04-24T19:34:49.129+0530 ,N ,255983928 ,1494989 , 48.93 , 0.01 , -1.00 , 398
1502556 , 3.635461 , 13.015669 , 77.559270 , 28.19 , 839.00, 3960 , 7.05 , 156 , 141, 2020-04-24T19:34:52.889+0530 ,Y ,255987689 ,1504957 , 47.25 , 0.00 , -5.00 , 445
1505302 , 3.635461 , 13.015708 , 77.559229 , 28.46 , 839.00, 3960 , 7.05 , 156 , 141, 2020-04-24T19:34:55.634+0530 ,N ,255990426 ,1504957 , 47.25 , 0.00 , -1.00 , 445
1508666 , 3.635461 , 13.015792 , 77.559155 , 28.19 , 839.00, 3960 , 7.05 , 156 , 141, 2020-04-24T19:34:58.999+0530 ,N ,255993802 ,1504957 , 47.25 , 0.00 , -1.00 , 445
1511398 , 3.662698 , 13.015888 , 77.559154 , 25.06 , 840.00, 3960 , 6.01 , 156 , 141, 2020-04-24T19:35:01.730+0530 ,Y ,255996529 ,1504957 , 47.25 , 0.00 , 1.00 , 445
1514116 , 3.662698 , 13.015919 , 77.559111 , 24.82 , 840.00, 3987 , 6.01 , 162 , 144, 2020-04-24T19:35:04.448+0530 ,N ,255999246 ,1514924 , 45.39 , 0.02 , -1.00 , 406
1516853 , 3.662698 , 13.015971 , 77.559065 , 24.83 , 840.00, 3987 , 6.01 , 162 , 144, 2020-04-24T19:35:07.186+0530 ,N ,256001983 ,1514924 , 45.39 , 0.02 , -1.00 , 406
1519573 , 3.690966 , 13.016079 , 77.558982 , 24.66 , 840.00, 3987 , 5.17 , 162 , 144, 2020-04-24T19:35:09.905+0530 ,Y ,256004710 ,1514924 , 45.39 , 0.02 , 0.00 , 406
1522260 , 3.690966 , 13.016158 , 77.558926 , 24.33 , 840.00, 4015 , 5.17 , 168 , 146, 2020-04-24T19:35:12.592+0530 ,N ,256007388 ,1524891 , 52.91 , 0.01 , -1.00 , 406
1525366 , 3.690966 , 13.016273 , 77.558834 , 25.63 , 840.00, 4015 , 5.17 , 168 , 146, 2020-04-24T19:35:15.698+0530 ,N ,256010488 ,1524891 , 52.91 , 0.01 , -1.00 , 406
1528394 , 3.729528 , 13.016364 , 77.558777 , 26.87 , 848.10, 4015 , 4.35 , 168 , 146, 2020-04-24T19:35:18.726+0530 ,Y ,256013530 ,1524891 , 52.91 , 0.01 , 8.10 , 406
1531099 , 3.729528 , 13.016416 , 77.558748 , 25.93 , 848.10, 4015 , 4.35 , 168 , 146, 2020-04-24T19:35:21.432+0530 ,N ,256016228 ,1524891 , 52.91 , 0.01 , -1.00 , 406
1534160 , 3.729528 , 13.016463 , 77.558704 , 25.68 , 848.10, 4041 , 4.35 , 156 , 145, 2020-04-24T19:35:24.492+0530 ,N ,256019289 ,1534858 , 50.45 , 0.01 , -1.00 , 414
1536874 , 3.749101 , 13.016508 , 77.558672 , 25.73 , 848.10, 4041 , 4.56 , 156 , 145, 2020-04-24T19:35:27.206+0530 ,Y ,256022006 ,1534858 , 50.45 , 0.01 , 0.00 , 414
1539977 , 3.749101 , 13.016547 , 77.558646 , 26.33 , 848.10, 4041 , 4.56 , 156 , 145, 2020-04-24T19:35:30.317+0530 ,N ,256025108 ,1534858 , 50.45 , 0.01 , -1.00 , 414
1543055 , 3.749101 , 13.016613 , 77.558613 , 26.15 , 848.10, 4069 , 4.56 , 168 , 143, 2020-04-24T19:35:33.387+0530 ,N ,256028189 ,1544826 , 36.63 , 0.02 , -1.00 , 414
1546157 , 3.771006 , 13.016682 , 77.558575 , 23.56 , 848.10, 4069 , 5.32 , 168 , 143, 2020-04-24T19:35:36.490+0530 ,Y ,256031291 ,1544826 , 36.63 , 0.02 , 0.00 , 414
1548875 , 3.771006 , 13.016726 , 77.558543 , 23.98 , 848.10, 4069 , 5.32 , 168 , 143, 2020-04-24T19:35:39.208+0530 ,N ,256034007 ,1544826 , 36.63 , 0.02 , -1.00 , 414
1551596 , 3.771006 , 13.016789 , 77.558506 , 25.10 , 848.10, 4069 , 5.32 , 168 , 143, 2020-04-24T19:35:41.928+0530 ,N ,256036724 ,1544826 , 36.63 , 0.02 , -1.00 , 414
1554342 , 3.792061 , 13.016844 , 77.558473 , 24.24 , 845.10, 4096 , 6.54 , 162 , 142, 2020-04-24T19:35:44.674+0530 ,Y ,256039470 ,1554793 , 61.82 , 0.00 , -3.00 , 429
1557058 , 3.792061 , 13.016922 , 77.558443 , 24.17 , 845.10, 4096 , 6.54 , 162 , 142, 2020-04-24T19:35:47.391+0530 ,N ,256042187 ,1554793 , 61.82 , 0.00 , -1.00 , 429
1559817 , 3.792061 , 13.016957 , 77.558411 , 25.01 , 845.10, 4096 , 6.54 , 162 , 142, 2020-04-24T19:35:50.149+0530 ,N ,256044944 ,1554793 , 61.82 , 0.00 , -1.00 , 429
1562848 , 3.814912 , 13.017024 , 77.558370 , 25.07 , 852.00, 4121 , 6.34 , 150 , 144, 2020-04-24T19:35:53.180+0530 ,Y ,256047986 ,1564761 , 56.36 , 0.01 , 6.90 , 421
1565929 , 3.814912 , 13.017091 , 77.558352 , 23.17 , 852.00, 4121 , 6.34 , 150 , 144, 2020-04-24T19:35:56.261+0530 ,N ,256051048 ,1564761 , 56.36 , 0.01 , -1.00 , 421
1568999 , 3.814912 , 13.017227 , 77.558326 , 21.54 , 852.00, 4121 , 6.34 , 150 , 144, 2020-04-24T19:35:59.331+0530 ,N ,256054129 ,1564761 , 56.36 , 0.01 , -1.00 , 421
1571732 , 3.843007 , 13.017261 , 77.558277 , 19.70 , 845.50, 4121 , 5.56 , 150 , 144, 2020-04-24T19:36:02.068+0530 ,Y ,256056866 ,1564761 , 56.36 , 0.01 , -6.50 , 421
1574477 , 3.843007 , 13.017292 , 77.558233 , 21.02 , 845.50, 4147 , 5.56 , 156 , 141, 2020-04-24T19:36:04.817+0530 ,N ,256059602 ,1574728 , 59.04 , 0.02 , -1.00 , 382
1577573 , 3.843007 , 13.017350 , 77.558162 , 22.96 , 845.50, 4147 , 5.56 , 156 , 141, 2020-04-24T19:36:07.905+0530 ,N ,256062703 ,1574728 , 59.04 , 0.02 , -1.00 , 382
1580324 , 3.864759 , 13.017374 , 77.558113 , 23.82 , 845.50, 4147 , 5.58 , 156 , 141, 2020-04-24T19:36:10.659+0530 ,Y ,256065450 ,1574728 , 59.04 , 0.02 , 0.00 , 382
1583057 , 3.864759 , 13.017424 , 77.558066 , 24.36 , 845.50, 4174 , 5.58 , 162 , 142, 2020-04-24T19:36:13.389+0530 ,N ,256068186 ,1584695 , 44.95 , 0.01 , -1.00 , 421
1585810 , 3.864759 , 13.017483 , 77.558046 , 24.49 , 845.50, 4174 , 5.58 , 162 , 142, 2020-04-24T19:36:16.143+0530 ,N ,256070943 ,1584695 , 44.95 , 0.01 , -1.00 , 421
1588898 , 3.887760 , 13.017545 , 77.557992 , 24.55 , 844.90, 4174 , 5.58 , 162 , 142, 2020-04-24T19:36:19.230+0530 ,Y ,256074024 ,1584695 , 44.95 , 0.01 , -0.60 , 421
1591679 , 3.887760 , 13.017584 , 77.557958 , 24.34 , 844.90, 4174 , 5.58 , 162 , 142, 2020-04-24T19:36:22.012+0530 ,N ,256076811 ,1584695 , 44.95 , 0.01 , -1.00 , 421
1594269 , 3.887760 , 13.017621 , 77.557923 , 25.69 , 844.90, 4202 , 5.58 , 168 , 143, 2020-04-24T19:36:24.602+0530 ,N ,256079383 ,1594663 , 84.41 , 0.00 , -1.00 , 453
1597154 , 3.905752 , 13.017674 , 77.557891 , 27.07 , 844.90, 4202 , 6.46 , 168 , 143, 2020-04-24T19:36:27.486+0530 ,Y ,256082283 ,1594663 , 84.41 , 0.00 , 0.00 , 453
1599981 , 3.905752 , 13.017720 , 77.557858 , 28.11 , 844.90, 4202 , 6.46 , 168 , 143, 2020-04-24T19:36:30.314+0530 ,N ,256085109 ,1594663 , 84.41 , 0.00 , -1.00 , 453
1602484 , 3.905752 , 13.017789 , 77.557842 , 28.57 , 844.90, 4229 , 6.46 , 162 , 139, 2020-04-24T19:36:32.817+0530 ,N ,256087609 ,1604630 , 53.27 , 0.01 , -1.00 , 390
1605643 , 3.926788 , 13.017863 , 77.557912 , 25.10 , 843.50, 4229 , 6.49 , 162 , 139, 2020-04-24T19:36:35.976+0530 ,Y ,256090770 ,1604630 , 53.27 , 0.01 , -1.40 , 390
1608372 , 3.926788 , 13.017843 , 77.557956 , 22.52 , 843.50, 4229 , 6.49 , 162 , 139, 2020-04-24T19:36:38.704+0530 ,N ,256093506 ,1604630 , 53.27 , 0.01 , -1.00 , 390
1611055 , 3.926788 , 13.017784 , 77.557995 , 21.19 , 843.50, 4229 , 6.49 , 162 , 139, 2020-04-24T19:36:41.388+0530 ,N ,256096184 ,1604630 , 53.27 , 0.01 , -1.00 , 390
1614096 , 3.944421 , 13.017754 , 77.558030 , 19.56 , 845.10, 4258 , 7.25 , 174 , 138, 2020-04-24T19:36:44.430+0530 ,Y ,256099226 ,1614598 , 51.22 , 0.02 , 1.60 , 437
1616793 , 3.950551 , 13.017709 , 77.558063 , 19.32 , 845.10, 4258 , 7.19 , 174 , 138, 2020-04-24T19:36:47.125+0530 ,Y ,256101923 ,1614598 , 51.22 , 0.02 , 0.00 , 437
1619537 , 3.950551 , 13.017661 , 77.558095 , 20.91 , 845.10, 4258 , 7.19 , 174 , 138, 2020-04-24T19:36:49.869+0530 ,N ,256104670 ,1614598 , 51.22 , 0.02 , -1.00 , 437
1622644 , 3.950551 , 13.017573 , 77.558146 , 22.46 , 845.10, 4287 , 7.19 , 174 , 141, 2020-04-24T19:36:52.977+0530 ,N ,256107771 ,1624565 , 48.07 , 0.01 , -1.00 , 445
1625741 , 3.974807 , 13.017518 , 77.558173 , 23.10 , 845.10, 4287 , 7.04 , 174 , 141, 2020-04-24T19:36:56.074+0530 ,Y ,256110872 ,1624565 , 48.07 , 0.01 , 0.00 , 445
1629268 , 3.974807 , 13.017414 , 77.558215 , 24.01 , 845.10, 4287 , 7.04 , 174 , 141, 2020-04-24T19:36:59.600+0530 ,N ,256114382 ,1624565 , 48.07 , 0.01 , -1.00 , 445
1632472 , 3.974807 , 13.017408 , 77.558209 , 24.17 , 845.10, 4314 , 7.04 , 162 , 144, 2020-04-24T19:37:02.805+0530 ,N ,256117606 ,1634533 , 55.73 , 0.01 , -1.00 , 414
1635173 , 3.989376 , 13.017397 , 77.558225 , 24.30 , 845.10, 4314 , 7.40 , 162 , 144, 2020-04-24T19:37:05.505+0530 ,Y ,256120303 ,1634533 , 55.73 , 0.01 , 0.00 , 414
1637899 , 3.989376 , 13.017346 , 77.558250 , 24.35 , 845.10, 4314 , 7.40 , 162 , 144, 2020-04-24T19:37:08.231+0530 ,N ,256123030 ,1634533 , 55.73 , 0.01 , -1.00 , 414
1640999 , 3.989376 , 13.017286 , 77.558260 , 22.53 , 845.10, 4314 , 7.40 , 162 , 144, 2020-04-24T19:37:11.331+0530 ,N ,256126130 ,1634533 , 55.73 , 0.01 , -1.00 , 414
1644098 , 4.011951 , 13.017199 , 77.558279 , 22.55 , 845.10, 4342 , 7.22 , 168 , 145, 2020-04-24T19:37:14.430+0530 ,Y ,256129231 ,1644501 , 44.28 , 0.01 , 0.00 , 406
1647094 , 4.011951 , 13.017153 , 77.558292 , 23.18 , 845.10, 4342 , 7.22 , 168 , 145, 2020-04-24T19:37:17.426+0530 ,N ,256132224 ,1644501 , 44.28 , 0.01 , -1.00 , 406
1649835 , 4.011951 , 13.017091 , 77.558311 , 24.43 , 845.10, 4342 , 7.22 , 168 , 145, 2020-04-24T19:37:20.167+0530 ,N ,256134971 ,1644501 , 44.28 , 0.01 , -1.00 , 406
1652971 , 4.029772 , 13.017052 , 77.558344 , 25.95 , 845.10, 4369 , 8.13 , 162 , 144, 2020-04-24T19:37:23.303+0530 ,Y ,256138093 ,1654468 , 48.58 , 0.00 , 0.00 , 414
1655718 , 4.029772 , 13.017011 , 77.558380 , 28.60 , 845.10, 4369 , 8.13 , 162 , 144, 2020-04-24T19:37:26.050+0530 ,N ,256140848 ,1654468 , 48.58 , 0.00 , -1.00 , 414
1658472 , 4.029772 , 13.016945 , 77.558434 , 30.35 , 845.10, 4369 , 8.13 , 162 , 144, 2020-04-24T19:37:28.805+0530 ,N ,256143604 ,1654468 , 48.58 , 0.00 , -1.00 , 414
1661189 , 4.049630 , 13.016911 , 77.558457 , 30.68 , 845.10, 4369 , 7.11 , 162 , 144, 2020-04-24T19:37:31.524+0530 ,Y ,256146311 ,1654468 , 48.58 , 0.00 , 0.00 , 414
1663917 , 4.049630 , 13.016858 , 77.558486 , 30.58 , 845.10, 4396 , 7.11 , 162 , 141, 2020-04-24T19:37:34.250+0530 ,N ,256149048 ,1664435 , 51.43 , 0.01 , -1.00 , 375
1666636 , 4.049630 , 13.016865 , 77.558489 , 28.53 , 845.10, 4396 , 7.11 , 162 , 141, 2020-04-24T19:37:36.968+0530 ,N ,256151765 ,1664435 , 51.43 , 0.01 , -1.00 , 375
1669354 , 4.061253 , 13.016825 , 77.558520 , 28.10 , 845.10, 4396 , 8.33 , 162 , 141, 2020-04-24T19:37:39.686+0530 ,Y ,256154482 ,1664435 , 51.43 , 0.01 , 0.00 , 375
1672393 , 4.061253 , 13.016798 , 77.558516 , 27.77 , 845.10, 4421 , 8.33 , 150 , 147, 2020-04-24T19:37:42.725+0530 ,N ,256157524 ,1674403 , 46.96 , 0.00 , -1.00 , 429
1675103 , 4.061253 , 13.016725 , 77.558576 , 27.42 , 845.10, 4421 , 8.33 , 150 , 147, 2020-04-24T19:37:45.435+0530 ,N ,256160233 ,1674403 , 46.96 , 0.00 , -1.00 , 429
1678097 , 4.088463 , 13.016618 , 77.558655 , 28.00 , 845.10, 4421 , 7.12 , 150 , 147, 2020-04-24T19:37:48.429+0530 ,Y ,256163224 ,1674403 , 46.96 , 0.00 , 0.00 , 429
1680816 , 4.088463 , 13.016585 , 77.558685 , 28.01 , 845.10, 4421 , 7.12 , 150 , 147, 2020-04-24T19:37:51.148+0530 ,N ,256165951 ,1674403 , 46.96 , 0.00 , -1.00 , 429
1683501 , 4.088463 , 13.016519 , 77.558726 , 27.66 , 845.10, 4445 , 7.12 , 144 , 149, 2020-04-24T19:37:53.833+0530 ,N ,256168628 ,1684371 , 46.96 , 0.00 , -1.00 , 398
1686217 , 4.107191 , 13.016473 , 77.558744 , 27.30 , 845.10, 4445 , 7.18 , 144 , 149, 2020-04-24T19:37:56.549+0530 ,Y ,256171345 ,1684371 , 46.96 , 0.00 , 0.00 , 398
1689246 , 4.107191 , 13.016398 , 77.558803 , 25.83 , 845.10, 4445 , 7.18 , 144 , 149, 2020-04-24T19:37:59.578+0530 ,N ,256174371 ,1684371 , 46.96 , 0.00 , -1.00 , 398
1692032 , 4.107191 , 13.016354 , 77.558841 , 25.30 , 845.10, 4474 , 7.18 , 174 , 146, 2020-04-24T19:38:02.364+0530 ,N ,256177164 ,1694338 , 41.56 , 0.01 , -1.00 , 445
1694803 , 4.130541 , 13.016310 , 77.558880 , 26.27 , 845.10, 4474 , 6.09 , 174 , 146, 2020-04-24T19:38:05.135+0530 ,Y ,256179931 ,1694338 , 41.56 , 0.01 , 0.00 , 445
1697567 , 4.130541 , 13.016264 , 77.558924 , 27.08 , 845.10, 4474 , 6.09 , 174 , 146, 2020-04-24T19:38:07.899+0530 ,N ,256182672 ,1694338 , 41.56 , 0.01 , -1.00 , 445
1700279 , 4.130541 , 13.016230 , 77.558967 , 28.01 , 845.10, 4474 , 6.09 , 174 , 146, 2020-04-24T19:38:10.611+0530 ,N ,256185403 ,1694338 , 41.56 , 0.01 , -1.00 , 445
1703035 , 4.154009 , 13.016168 , 77.559041 , 28.33 , 847.00, 4500 , 6.21 , 156 , 143, 2020-04-24T19:38:13.367+0530 ,Y ,256188170 ,1704306 , 46.50 , 0.01 , 1.90 , 421
1705778 , 4.154009 , 13.016131 , 77.559087 , 28.50 , 847.00, 4500 , 6.21 , 156 , 143, 2020-04-24T19:38:16.113+0530 ,N ,256190906 ,1704306 , 46.50 , 0.01 , -1.00 , 421
1708536 , 4.154009 , 13.016066 , 77.559156 , 28.61 , 847.00, 4500 , 6.21 , 156 , 143, 2020-04-24T19:38:18.869+0530 ,N ,256193663 ,1704306 , 46.50 , 0.01 , -1.00 , 421
1711282 , 4.180444 , 13.015994 , 77.559208 , 27.81 , 843.00, 4500 , 5.42 , 156 , 143, 2020-04-24T19:38:21.614+0530 ,Y ,256196409 ,1704306 , 46.50 , 0.01 , -4.00 , 421
1714276 , 4.180444 , 13.015933 , 77.559262 , 28.01 , 843.00, 4529 , 5.42 , 174 , 146, 2020-04-24T19:38:24.608+0530 ,N ,256199377 ,1714272 , 50.37 , 0.02 , -1.00 , 406
1717796 , 4.180444 , 13.015868 , 77.559311 , 28.67 , 843.00, 4529 , 5.42 , 174 , 146, 2020-04-24T19:38:28.128+0530 ,N ,256202927 ,1714272 , 50.37 , 0.02 , -1.00 , 406
1720559 , 4.206656 , 13.015794 , 77.559337 , 27.59 , 844.00, 4529 , 5.38 , 174 , 146, 2020-04-24T19:38:30.891+0530 ,Y ,256205656 ,1714272 , 50.37 , 0.02 , 1.00 , 406
1723276 , 4.206656 , 13.015715 , 77.559375 , 27.29 , 844.00, 4555 , 5.38 , 156 , 146, 2020-04-24T19:38:33.610+0530 ,N ,256208410 ,1724240 , 52.49 , 0.02 , -1.00 , 406
1726020 , 4.206656 , 13.015663 , 77.559406 , 27.88 , 844.00, 4555 , 5.38 , 156 , 146, 2020-04-24T19:38:36.352+0530 ,N ,256211147 ,1724240 , 52.49 , 0.02 , -1.00 , 406
1728773 , 4.230895 , 13.015593 , 77.559427 , 28.74 , 843.00, 4555 , 5.34 , 156 , 146, 2020-04-24T19:38:39.106+0530 ,Y ,256213903 ,1724240 , 52.49 , 0.02 , -1.00 , 406
1731448 , 4.230895 , 13.015547 , 77.559463 , 29.62 , 843.00, 4555 , 5.34 , 156 , 146, 2020-04-24T19:38:41.780+0530 ,N ,256216571 ,1724240 , 52.49 , 0.02 , -1.00 , 406
1734271 , 4.230895 , 13.015506 , 77.559496 , 30.14 , 843.00, 4584 , 5.34 , 174 , 147, 2020-04-24T19:38:44.603+0530 ,N ,256219380 ,1734207 , 58.28 , 0.02 , -1.00 , 406
1737235 , 4.249063 , 13.015462 , 77.559528 , 31.16 , 848.00, 4584 , 6.19 , 174 , 147, 2020-04-24T19:38:47.568+0530 ,Y ,256222369 ,1734207 , 58.28 , 0.02 , 5.00 , 406
1740015 , 4.249063 , 13.015383 , 77.559577 , 31.06 , 848.00, 4584 , 6.19 , 174 , 147, 2020-04-24T19:38:50.347+0530 ,N ,256225146 ,1734207 , 58.28 , 0.02 , -1.00 , 406
1743107 , 4.249063 , 13.015293 , 77.559638 , 30.76 , 848.00, 4613 , 6.19 , 174 , 145, 2020-04-24T19:38:53.439+0530 ,N ,256228226 ,1744174 , 78.35 , 0.02 , -1.00 , 414
1745830 , 4.277410 , 13.015247 , 77.559670 , 31.08 , 855.00, 4613 , 5.57 , 174 , 145, 2020-04-24T19:38:56.162+0530 ,Y ,256230964 ,1744174 , 78.35 , 0.02 , 7.00 , 414
1748580 , 4.277410 , 13.015168 , 77.559723 , 30.36 , 855.00, 4613 , 5.57 , 174 , 145, 2020-04-24T19:38:58.912+0530 ,N ,256233710 ,1744174 , 78.35 , 0.02 , -1.00 , 414
1751609 , 4.277410 , 13.015100 , 77.559755 , 29.16 , 855.00, 4638 , 5.57 , 150 , 142, 2020-04-24T19:39:01.942+0530 ,N ,256236743 ,1754141 , 48.02 , 0.01 , -1.00 , 382
1754697 , 4.304396 , 13.015035 , 77.559793 , 29.27 , 853.00, 4638 , 5.53 , 150 , 142, 2020-04-24T19:39:05.029+0530 ,Y ,256239828 ,1754141 , 48.02 , 0.01 , -2.00 , 382
1757462 , 4.304396 , 13.014984 , 77.559818 , 29.32 , 853.00, 4638 , 5.53 , 150 , 142, 2020-04-24T19:39:07.794+0530 ,N ,256242590 ,1754141 , 48.02 , 0.01 , -1.00 , 382
1760257 , 4.304396 , 13.014866 , 77.559870 , 26.25 , 853.00, 4638 , 5.53 , 150 , 142, 2020-04-24T19:39:10.589+0530 ,N ,256245385 ,1754141 , 48.02 , 0.01 , -1.00 , 382
1763358 , 4.330058 , 13.014809 , 77.559848 , 22.63 , 854.00, 4665 , 5.22 , 162 , 146, 2020-04-24T19:39:13.691+0530 ,Y ,256248487 ,1764108 , 53.36 , 0.00 , 1.00 , 406
