Time(ms),Distance(km),Latitude,Longitude,Accuracy(m),Altitude(m),Steps,Pace(min/km),Cadence,HeartRate,AbsTime,Used,FixTime(s),StepSensorTime(s),MaxAcc,MinAcc,ElevationGap(m),RR (ms)
1766094 , 4.330058 , 13.014808 , 77.559825 , 21.35 , 854.00, 4665 , 5.22 , 162 , 146, 2020-04-24T19:39:16.426+0530 ,N ,256251223 ,1764108 , 53.36 , 0.00 , -1.00 , 406
1769171 , 4.330058 , 13.014828 , 77.559808 , 20.35 , 854.00, 4665 , 5.22 , 162 , 146, 2020-04-24T19:39:19.504+0530 ,N ,256254305 ,1764108 , 53.36 , 0.00 , -1.00 , 406
1771853 , 4.339146 , 13.014856 , 77.559779 , 20.23 , 851.00, 4694 , 7.04 , 174 , 145, 2020-04-24T19:39:22.185+0530 ,Y ,256256982 ,1774075 , 51.15 , 0.02 , -3.00 , 414
1774872 , 4.339146 , 13.014888 , 77.559740 , 21.39 , 851.00, 4694 , 7.04 , 174 , 145, 2020-04-24T19:39:25.204+0530 ,N ,256260004 ,1774075 , 51.15 , 0.02 , -1.00 , 414
1777671 , 4.339146 , 13.014913 , 77.559704 , 23.44 , 851.00, 4694 , 7.04 , 174 , 145, 2020-04-24T19:39:28.003+0530 ,N ,256262792 ,1774075 , 51.15 , 0.02 , -1.00 , 414
1780398 , 4.354470 , 13.014958 , 77.559684 , 25.13 , 852.00, 4694 , 8.35 , 174 , 145, 2020-04-24T19:39:30.730+0530 ,Y ,256265528 ,1774075 , 51.15 , 0.02 , 1.00 , 414
1783497 , 4.354470 , 13.014993 , 77.559674 , 26.49 , 852.00, 4720 , 8.35 , 156 , 145, 2020-04-24T19:39:33.830+0530 ,N ,256268628 ,1784042 , 68.42 , 0.02 , -1.00 , 414
1786899 , 4.354470 , 13.015041 , 77.559660 , 28.32 , 852.00, 4720 , 8.35 , 156 , 145, 2020-04-24T19:39:37.231+0530 ,N ,256272026 ,1784042 , 68.42 , 0.02 , -1.00 , 414
1789652 , 4.371753 , 13.015105 , 77.559630 , 30.32 , 853.00, 4720 , 10.34 , 156 , 145, 2020-04-24T19:39:39.984+0530 ,Y ,256274772 ,1784042 , 68.42 , 0.02 , 1.00 , 414
1792340 , 4.371753 , 13.015151 , 77.559576 , 31.11 , 853.00, 4750 , 10.34 , 180 , 146, 2020-04-24T19:39:42.672+0530 ,N ,256277469 ,1794010 , 57.12 , 0.04 , -1.00 , 406
1795379 , 4.371753 , 13.015204 , 77.559538 , 31.46 , 853.00, 4750 , 10.34 , 180 , 146, 2020-04-24T19:39:45.711+0530 ,N ,256280490 ,1794010 , 57.12 , 0.04 , -1.00 , 406
1798431 , 4.395101 , 13.015277 , 77.559504 , 30.58 , 852.00, 4750 , 7.55 , 180 , 146, 2020-04-24T19:39:48.764+0530 ,Y ,256283562 ,1794010 , 57.12 , 0.04 , -1.00 , 406
1801157 , 4.395101 , 13.015316 , 77.559489 , 29.83 , 852.00, 4750 , 7.55 , 180 , 146, 2020-04-24T19:39:51.490+0530 ,N ,256286289 ,1794010 , 57.12 , 0.04 , -1.00 , 406
1804263 , 4.395101 , 13.015368 , 77.559464 , 28.52 , 852.00, 4775 , 7.55 , 150 , 144, 2020-04-24T19:39:54.595+0530 ,N ,256289370 ,1803977 , 55.76 , 0.02 , -1.00 , 421
1806897 , 4.411474 , 13.015415 , 77.559449 , 27.35 , 850.00, 4775 , 7.44 , 150 , 144, 2020-04-24T19:39:57.229+0530 ,Y ,256292029 ,1803977 , 55.76 , 0.02 , -2.00 , 421
1809954 , 4.411474 , 13.015479 , 77.559416 , 27.18 , 850.00, 4775 , 7.44 , 150 , 144, 2020-04-24T19:40:00.286+0530 ,N ,256295090 ,1803977 , 55.76 , 0.02 , -1.00 , 421
1812672 , 4.411474 , 13.015508 , 77.559397 , 27.33 , 850.00, 4803 , 7.44 , 168 , 143, 2020-04-24T19:40:03.004+0530 ,N ,256297807 ,1813944 , 60.09 , 0.01 , -1.00 , 421
1815456 , 4.427687 , 13.015545 , 77.559382 , 27.19 , 843.00, 4803 , 7.42 , 168 , 143, 2020-04-24T19:40:05.788+0530 ,Y ,256300568 ,1813944 , 60.09 , 0.01 , -7.00 , 421
1818842 , 4.427687 , 13.015616 , 77.559332 , 28.11 , 843.00, 4803 , 7.42 , 168 , 143, 2020-04-24T19:40:09.174+0530 ,N ,256303971 ,1813944 , 60.09 , 0.01 , -1.00 , 421
1821752 , 4.427687 , 13.015655 , 77.559306 , 28.59 , 843.00, 4830 , 7.42 , 162 , 149, 2020-04-24T19:40:12.084+0530 ,N ,256306885 ,1823911 , 46.26 , 0.02 , -1.00 , 398
1824913 , 4.449439 , 13.015710 , 77.559271 , 28.15 , 851.00, 4830 , 8.10 , 162 , 149, 2020-04-24T19:40:15.245+0530 ,Y ,256310046 ,1823911 , 46.26 , 0.02 , 8.00 , 398
1828361 , 4.449439 , 13.015768 , 77.559232 , 28.41 , 851.00, 4830 , 8.10 , 162 , 149, 2020-04-24T19:40:18.693+0530 ,N ,256313490 ,1823911 , 46.26 , 0.02 , -1.00 , 398
1831111 , 4.449439 , 13.015872 , 77.559187 , 28.91 , 851.00, 4856 , 8.10 , 156 , 147, 2020-04-24T19:40:21.444+0530 ,N ,256316247 ,1833878 , 38.34 , 0.01 , -1.00 , 359
1834203 , 4.474429 , 13.015905 , 77.559156 , 29.24 , 852.00, 4856 , 7.16 , 156 , 147, 2020-04-24T19:40:24.536+0530 ,Y ,256319330 ,1833878 , 38.34 , 0.01 , 1.00 , 359
1837279 , 4.474429 , 13.015968 , 77.559108 , 29.46 , 852.00, 4856 , 7.16 , 156 , 147, 2020-04-24T19:40:27.611+0530 ,N ,256322410 ,1833878 , 38.34 , 0.01 , -1.00 , 359
1839995 , 4.474429 , 13.016021 , 77.559056 , 29.18 , 852.00, 4856 , 7.16 , 156 , 147, 2020-04-24T19:40:30.328+0530 ,N ,256325127 ,1833878 , 38.34 , 0.01 , -1.00 , 359
1842778 , 4.499833 , 13.016069 , 77.558992 , 29.91 , 849.00, 4884 , 6.17 , 168 , 148, 2020-04-24T19:40:33.110+0530 ,Y ,256327904 ,1843845 , 46.36 , 0.02 , -3.00 , 437
1845523 , 4.499833 , 13.016143 , 77.558920 , 29.99 , 849.00, 4884 , 6.17 , 168 , 148, 2020-04-24T19:40:35.855+0530 ,N ,256330650 ,1843845 , 46.36 , 0.02 , -1.00 , 437
1848239 , 4.499833 , 13.016202 , 77.558870 , 30.21 , 849.00, 4884 , 6.17 , 168 , 148, 2020-04-24T19:40:38.571+0530 ,N ,256333369 ,1843845 , 46.36 , 0.02 , -1.00 , 437
1850975 , 4.527565 , 13.016266 , 77.558834 , 29.96 , 848.00, 4884 , 5.32 , 168 , 148, 2020-04-24T19:40:41.307+0530 ,Y ,256336103 ,1843845 , 46.36 , 0.02 , -1.00 , 437
1853723 , 4.527565 , 13.016314 , 77.558794 , 29.98 , 848.00, 4911 , 5.32 , 162 , 148, 2020-04-24T19:40:44.055+0530 ,N ,256338850 ,1853812 , 46.52 , 0.03 , -1.00 , 406
1856784 , 4.527565 , 13.016437 , 77.558691 , 28.58 , 848.00, 4911 , 5.32 , 162 , 148, 2020-04-24T19:40:47.116+0530 ,N ,256341902 ,1853812 , 46.52 , 0.03 , -1.00 , 406
1859929 , 4.561994 , 13.016503 , 77.558628 , 27.59 , 848.00, 4911 , 4.54 , 162 , 148, 2020-04-24T19:40:50.262+0530 ,Y ,256345063 ,1853812 , 46.52 , 0.03 , 0.00 , 406
1862699 , 4.561994 , 13.016548 , 77.558578 , 28.84 , 848.00, 4938 , 4.54 , 162 , 145, 2020-04-24T19:40:53.032+0530 ,N ,256347829 ,1863779 , 40.50 , 0.01 , -1.00 , 429
1865518 , 4.561994 , 13.016671 , 77.558475 , 27.24 , 848.00, 4938 , 4.54 , 162 , 145, 2020-04-24T19:40:55.850+0530 ,N ,256350644 ,1863779 , 40.50 , 0.01 , -1.00 , 429
1868580 , 4.597761 , 13.016748 , 77.558413 , 22.91 , 862.20, 4938 , 4.24 , 162 , 145, 2020-04-24T19:40:58.912+0530 ,Y ,256353706 ,1863779 , 40.50 , 0.01 , 14.20 , 429
1871311 , 4.597761 , 13.016835 , 77.558371 , 22.26 , 862.20, 4965 , 4.24 , 162 , 145, 2020-04-24T19:41:01.643+0530 ,N ,256356445 ,1873747 , 53.68 , 0.01 , -1.00 , 414
1874101 , 4.597761 , 13.016898 , 77.558343 , 23.09 , 862.20, 4965 , 4.24 , 162 , 145, 2020-04-24T19:41:04.433+0530 ,N ,256359228 ,1873747 , 53.68 , 0.01 , -1.00 , 414
1876854 , 4.621459 , 13.016939 , 77.558314 , 24.50 , 862.20, 4965 , 4.37 , 162 , 145, 2020-04-24T19:41:07.187+0530 ,Y ,256361985 ,1873747 , 53.68 , 0.01 , 0.00 , 414
1879627 , 4.621459 , 13.016997 , 77.558265 , 25.93 , 862.20, 4965 , 4.37 , 162 , 145, 2020-04-24T19:41:09.959+0530 ,N ,256364752 ,1873747 , 53.68 , 0.01 , -1.00 , 414
1882615 , 4.621459 , 13.017058 , 77.558248 , 26.31 , 862.20, 4994 , 4.37 , 174 , 146, 2020-04-24T19:41:12.948+0530 ,N ,256367395 ,1883714 , 49.21 , 0.01 , -1.00 , 406
1884802 , 4.642348 , 13.017107 , 77.558226 , 26.35 , 845.10, 4994 , 5.12 , 174 , 146, 2020-04-24T19:41:15.134+0530 ,Y ,256369931 ,1883714 , 49.21 , 0.01 , -17.10 , 406
1887544 , 4.642348 , 13.017161 , 77.558201 , 27.60 , 845.10, 4994 , 5.12 , 174 , 146, 2020-04-24T19:41:17.876+0530 ,N ,256372667 ,1883714 , 49.21 , 0.01 , -1.00 , 406
1890583 , 4.642348 , 13.017303 , 77.558265 , 28.80 , 845.10, 4994 , 5.12 , 174 , 146, 2020-04-24T19:41:20.915+0530 ,N ,256375709 ,1883714 , 49.21 , 0.01 , -1.00 , 406
1893300 , 4.667425 , 13.017331 , 77.558258 , 26.68 , 845.10, 5019 , 5.55 , 150 , 144, 2020-04-24T19:41:23.632+0530 ,Y ,256378428 ,1893681 , 111.71 , 0.00 , 0.00 , 414
1896036 , 4.667425 , 13.017396 , 77.558239 , 24.41 , 845.10, 5019 , 5.55 , 150 , 144, 2020-04-24T19:41:26.368+0530 ,N ,256381164 ,1893681 , 111.71 , 0.00 , -1.00 , 414
1899132 , 4.667425 , 13.017450 , 77.558223 , 25.89 , 845.10, 5019 , 5.55 , 150 , 144, 2020-04-24T19:41:29.464+0530 ,N ,256384263 ,1893681 , 111.71 , 0.00 , -1.00 , 414
1901878 , 4.691785 , 13.017547 , 77.558210 , 25.55 , 844.90, 5046 , 5.56 , 162 , 144, 2020-04-24T19:41:32.210+0530 ,Y ,256387010 ,1903647 , 34.02 , 0.01 , -0.20 , 414
1904647 , 4.691785 , 13.017604 , 77.558199 , 23.41 , 844.90, 5046 , 5.56 , 162 , 144, 2020-04-24T19:41:34.979+0530 ,N ,256389767 ,1903647 , 34.02 , 0.01 , -1.00 , 414
1907655 , 4.691785 , 13.017681 , 77.558163 , 23.09 , 844.90, 5046 , 5.56 , 162 , 144, 2020-04-24T19:41:37.987+0530 ,N ,256392789 ,1903647 , 34.02 , 0.01 , -1.00 , 414
1910392 , 4.713044 , 13.017721 , 77.558128 , 23.71 , 868.10, 5046 , 6.02 , 162 , 144, 2020-04-24T19:41:40.724+0530 ,Y ,256395525 ,1903647 , 34.02 , 0.01 , 23.20 , 414
1913149 , 4.713044 , 13.017833 , 77.558143 , 24.42 , 868.10, 5075 , 6.02 , 174 , 144, 2020-04-24T19:41:43.481+0530 ,N ,256398282 ,1913614 , 87.75 , 0.03 , -1.00 , 414
1916214 , 4.713044 , 13.017883 , 77.558108 , 21.82 , 868.10, 5075 , 6.02 , 174 , 144, 2020-04-24T19:41:46.547+0530 ,N ,256401344 ,1913614 , 87.75 , 0.03 , -1.00 , 414
1919001 , 4.736858 , 13.017927 , 77.558066 , 21.69 , 845.60, 5075 , 6.10 , 174 , 144, 2020-04-24T19:41:49.333+0530 ,Y ,256404130 ,1913614 , 87.75 , 0.03 , -22.50 , 414
1921774 , 4.736858 , 13.017980 , 77.557991 , 20.01 , 845.60, 5103 , 6.10 , 168 , 142, 2020-04-24T19:41:52.106+0530 ,N ,256406906 ,1923581 , 82.32 , 0.02 , -1.00 , 382
1924550 , 4.747432 , 13.017999 , 77.558001 , 18.92 , 845.60, 5103 , 6.58 , 168 , 142, 2020-04-24T19:41:54.882+0530 ,Y ,256409682 ,1923581 , 82.32 , 0.02 , 0.00 , 382
1927236 , 4.750167 , 13.017982 , 77.558019 , 17.10 , 845.60, 5103 , 8.47 , 168 , 142, 2020-04-24T19:41:57.568+0530 ,Y ,256412370 ,1923581 , 82.32 , 0.02 , 0.00 , 382
1930020 , 4.753555 , 13.017957 , 77.558037 , 15.22 , 845.60, 5103 , 12.05 , 168 , 142, 2020-04-24T19:42:00.354+0530 ,Y ,256415148 ,1923581 , 82.32 , 0.02 , 0.00 , 382
1932779 , 4.759445 , 13.017925 , 77.558081 , 14.90 , 845.60, 5132 , 11.27 , 174 , 145, 2020-04-24T19:42:03.111+0530 ,Y ,256417902 ,1933548 , 60.13 , 0.01 , 0.00 , 406
1935519 , 4.764061 , 13.017896 , 77.558111 , 14.82 , 845.60, 5132 , 9.56 , 174 , 145, 2020-04-24T19:42:05.851+0530 ,Y ,256420649 ,1933548 , 60.13 , 0.01 , 0.00 , 406
1938289 , 4.768934 , 13.017863 , 77.558142 , 16.19 , 845.60, 5132 , 8.58 , 174 , 145, 2020-04-24T19:42:08.621+0530 ,Y ,256423426 ,1933548 , 60.13 , 0.01 , 0.00 , 406
1941380 , 4.780316 , 13.017765 , 77.558110 , 17.55 , 845.10, 5161 , 7.01 , 174 , 146, 2020-04-24T19:42:11.712+0530 ,Y ,256426507 ,1943515 , 53.29 , 0.02 , -0.50 , 406
1944088 , 4.789885 , 13.017680 , 77.558124 , 16.19 , 845.10, 5161 , 5.34 , 174 , 146, 2020-04-24T19:42:14.421+0530 ,Y ,256429224 ,1943515 , 53.29 , 0.02 , 0.00 , 406
1947563 , 4.798413 , 13.017610 , 77.558158 , 13.72 , 845.10, 5161 , 5.10 , 174 , 146, 2020-04-24T19:42:17.900+0530 ,Y ,256432690 ,1943515 , 53.29 , 0.02 , 0.00 , 406
1950274 , 4.803755 , 13.017566 , 77.558177 , 13.59 , 845.10, 5161 , 6.17 , 174 , 146, 2020-04-24T19:42:20.606+0530 ,Y ,256435407 ,1943515 , 53.29 , 0.02 , 0.00 , 406
1953259 , 4.809996 , 13.017522 , 77.558214 , 14.36 , 845.10, 5188 , 7.40 , 162 , 146, 2020-04-24T19:42:23.591+0530 ,Y ,256438367 ,1953482 , 46.33 , 0.02 , 0.00 , 421
1956189 , 4.815638 , 13.017474 , 77.558231 , 15.08 , 845.10, 5188 , 8.21 , 162 , 146, 2020-04-24T19:42:26.522+0530 ,Y ,256441323 ,1953482 , 46.33 , 0.02 , 0.00 , 421
1959062 , 4.820988 , 13.017426 , 77.558224 , 16.15 , 845.10, 5188 , 8.30 , 162 , 146, 2020-04-24T19:42:29.394+0530 ,Y ,256444188 ,1953482 , 46.33 , 0.02 , 0.00 , 421
1962203 , 4.827276 , 13.017372 , 77.558209 , 16.34 , 845.10, 5217 , 8.38 , 174 , 148, 2020-04-24T19:42:32.535+0530 ,Y ,256447330 ,1963448 , 51.03 , 0.01 , 0.00 , 406
1964958 , 4.832498 , 13.017328 , 77.558228 , 16.52 , 845.10, 5217 , 8.41 , 174 , 148, 2020-04-24T19:42:35.290+0530 ,Y ,256450085 ,1963448 , 51.03 , 0.01 , 0.00 , 406
1967758 , 4.838340 , 13.017278 , 77.558244 , 17.10 , 845.70, 5217 , 8.21 , 174 , 148, 2020-04-24T19:42:38.090+0530 ,Y ,256452892 ,1963448 , 51.03 , 0.01 , 0.60 , 406
1970605 , 4.848814 , 13.017206 , 77.558306 , 17.98 , 868.40, 5244 , 6.32 , 162 , 148, 2020-04-24T19:42:40.938+0530 ,Y ,256455726 ,1973415 , 68.07 , 0.03 , 22.70 , 398
1973426 , 4.854961 , 13.017157 , 77.558334 , 17.42 , 868.40, 5244 , 6.18 , 162 , 148, 2020-04-24T19:42:43.758+0530 ,Y ,256458552 ,1973415 , 68.07 , 0.03 , 0.00 , 398
1976195 , 4.859486 , 13.017120 , 77.558350 , 17.75 , 868.40, 5244 , 6.40 , 162 , 148, 2020-04-24T19:42:46.527+0530 ,Y ,256461328 ,1973415 , 68.07 , 0.03 , 0.00 , 398
1978994 , 4.864081 , 13.017079 , 77.558360 , 19.82 , 868.40, 5244 , 9.10 , 162 , 148, 2020-04-24T19:42:49.327+0530 ,Y ,256464123 ,1973415 , 68.07 , 0.03 , 0.00 , 398
1982518 , 4.873131 , 13.016998 , 77.558353 , 19.75 , 862.60, 5273 , 8.33 , 174 , 147, 2020-04-24T19:42:52.850+0530 ,Y ,256467648 ,1983382 , 54.28 , 0.02 , -5.80 , 406
1985168 , 4.879741 , 13.016941 , 77.558335 , 16.92 , 862.60, 5273 , 7.28 , 174 , 147, 2020-04-24T19:42:55.501+0530 ,Y ,256470306 ,1983382 , 54.28 , 0.02 , 0.00 , 406
1987895 , 4.884063 , 13.016909 , 77.558312 , 16.46 , 862.60, 5273 , 7.31 , 174 , 147, 2020-04-24T19:42:58.227+0530 ,Y ,256473023 ,1983382 , 54.28 , 0.02 , 0.00 , 406
1991039 , 4.891591 , 13.016859 , 77.558265 , 17.56 , 862.60, 5296 , 7.43 , 138 , 148, 2020-04-24T19:43:01.372+0530 ,Y ,256476164 ,1993349 , 49.13 , 0.02 , 0.00 , 406
1993807 , 4.898279 , 13.016834 , 77.558209 , 19.45 , 862.60, 5296 , 7.49 , 138 , 148, 2020-04-24T19:43:04.140+0530 ,Y ,256478933 ,1993349 , 49.13 , 0.02 , 0.00 , 406
1996535 , 4.898279 , 13.016780 , 77.558147 , 20.52 , 862.60, 5296 , 7.49 , 138 , 148, 2020-04-24T19:43:06.867+0530 ,N ,256481667 ,1993349 , 49.13 , 0.02 , -1.00 , 406
1999599 , 4.898279 , 13.016742 , 77.558122 , 22.60 , 862.60, 5296 , 7.49 , 138 , 148, 2020-04-24T19:43:09.931+0530 ,N ,256484729 ,1993349 , 49.13 , 0.02 , -1.00 , 406
2002370 , 4.918724 , 13.016695 , 77.558085 , 25.04 , 862.60, 5323 , 6.57 , 162 , 148, 2020-04-24T19:43:12.702+0530 ,Y ,256487493 ,2003316 , 68.76 , 0.00 , 0.00 , 406
2005121 , 4.918724 , 13.016653 , 77.558043 , 26.92 , 862.60, 5323 , 6.57 , 162 , 148, 2020-04-24T19:43:15.454+0530 ,N ,256490242 ,2003316 , 68.76 , 0.00 , -1.00 , 406
2007880 , 4.918724 , 13.016620 , 77.557925 , 25.70 , 862.60, 5323 , 6.57 , 162 , 148, 2020-04-24T19:43:18.213+0530 ,N ,256493008 ,2003316 , 68.76 , 0.00 , -1.00 , 406
2011895 , 4.950505 , 13.016561 , 77.557825 , 23.19 , 846.20, 5351 , 6.09 , 168 , 149, 2020-04-24T19:43:22.228+0530 ,Y ,256497025 ,2013284 , 67.09 , 0.02 , -16.40 , 398
2014622 , 4.950505 , 13.016633 , 77.557793 , 20.32 , 846.20, 5351 , 6.09 , 168 , 149, 2020-04-24T19:43:24.954+0530 ,N ,256499745 ,2013284 , 67.09 , 0.02 , -1.00 , 398
2017771 , 4.950505 , 13.016621 , 77.557743 , 20.68 , 846.20, 5351 , 6.09 , 168 , 149, 2020-04-24T19:43:28.104+0530 ,N ,256502902 ,2013284 , 67.09 , 0.02 , -1.00 , 398
2020803 , 4.967671 , 13.016602 , 77.557673 , 21.75 , 853.10, 5378 , 6.32 , 162 , 146, 2020-04-24T19:43:31.135+0530 ,Y ,256505924 ,2023251 , 49.68 , 0.02 , 6.90 , 406
2023892 , 4.967671 , 13.016592 , 77.557640 , 22.47 , 853.10, 5378 , 6.32 , 162 , 146, 2020-04-24T19:43:34.225+0530 ,N ,256509026 ,2023251 , 49.68 , 0.02 , -1.00 , 406
2026653 , 4.967671 , 13.016580 , 77.557603 , 23.51 , 853.10, 5378 , 6.32 , 162 , 146, 2020-04-24T19:43:36.985+0530 ,N ,256511783 ,2023251 , 49.68 , 0.02 , -1.00 , 406
2030058 , 4.980581 , 13.016572 , 77.557558 , 24.89 , 851.80, 5378 , 7.31 , 162 , 146, 2020-04-24T19:43:40.390+0530 ,Y ,256515189 ,2023251 , 49.68 , 0.02 , -1.30 , 406
2032831 , 4.980581 , 13.016634 , 77.557527 , 25.08 , 851.80, 5406 , 7.31 , 168 , 148, 2020-04-24T19:43:43.164+0530 ,N ,256517964 ,2033219 , 61.27 , 0.01 , -1.00 , 406
2035578 , 4.980581 , 13.016620 , 77.557479 , 24.46 , 851.80, 5406 , 7.31 , 168 , 148, 2020-04-24T19:43:45.910+0530 ,N ,256520711 ,2033219 , 61.27 , 0.01 , -1.00 , 406
2038261 , 4.993871 , 13.016605 , 77.557440 , 25.86 , 848.00, 5406 , 10.07 , 168 , 148, 2020-04-24T19:43:48.593+0530 ,Y ,256523389 ,2033219 , 61.27 , 0.01 , -3.80 , 406
2040956 , 4.993871 , 13.016607 , 77.557412 , 28.16 , 848.00, 5431 , 10.07 , 150 , 148, 2020-04-24T19:43:51.288+0530 ,N ,256526087 ,2043185 , 81.64 , 0.03 , -1.00 , 414
2043935 , 4.993871 , 13.016610 , 77.557380 , 30.20 , 848.00, 5431 , 10.07 , 150 , 148, 2020-04-24T19:43:54.267+0530 ,N ,256529069 ,2043185 , 81.64 , 0.03 , -1.00 , 414
2046783 , 5.003616 , 13.016638 , 77.557356 , 29.82 , 846.60, 5431 , 12.01 , 150 , 148, 2020-04-24T19:43:57.115+0530 ,Y ,256531910 ,2043185 , 81.64 , 0.03 , -1.40 , 414
2050538 , 5.003616 , 13.016653 , 77.557315 , 26.10 , 846.60, 5459 , 12.01 , 168 , 151, 2020-04-24T19:44:00.870+0530 ,N ,256535666 ,2053152 , 46.88 , 0.01 , -1.00 , 398
2054604 , 5.003616 , 13.016673 , 77.557280 , 26.52 , 846.60, 5459 , 12.01 , 168 , 151, 2020-04-24T19:44:04.936+0530 ,N ,256539384 ,2053152 , 46.88 , 0.01 , -1.00 , 398
2058619 , 5.012788 , 13.016673 , 77.557280 , 26.52 , 854.30, 5459 , 14.08 , 168 , 151, 2020-04-24T19:44:08.951+0530 ,Y ,256539384 ,2053152 , 46.88 , 0.01 , 7.70 , 398
